ts,uid,gid,sid,lat,lon,noxme,noxae,soxme,soxae,co2me,co2ae,come,coae
2020-11-06T11:56:55.908Z,2,43,2,41.3903285280241,2.10980415344238,0.101488597778853,12.3350841955067,0.003123253321328,0.379605133242893,4.86905602786088,591.792746877602,3.38308640617298,0
2020-11-06T11:56:56.699Z,2,44,2,41.3919542596124,2.11107015609741,48.4766076265066,12.3350841955067,1.49183976416852,0.379605133242893,2325.73238511403,591.792746877602,1161525.90651612,0
2020-11-06T11:56:57.195Z,2,45,2,41.3935800998989,2.11233615875244,48.4766076265066,12.3350841955067,1.49183976416852,0.379605133242893,2325.73238511403,591.792746877602,1104764.89797543,0
2020-11-06T11:56:57.464Z,2,46,2,41.3952058995218,2.11360216140747,48.4766076265066,12.3350841955067,1.49183976416852,0.379605133242893,2325.73238511403,591.792746877602,4608632.40902237,0
2020-11-06T11:56:57.601Z,2,47,2,41.3952702867886,2.11364507675171,48.4766076265066,12.3350841955067,1.49183976416852,0.379605133242893,2325.73238511403,591.792746877602,18288655.9027447,0
2020-11-06T11:56:57.781Z,2,48,2,41.3952974803624,2.11367353546142,48.4766076265066,12.3350841955067,1.49183976416852,0.379605133242893,2325.73238511403,591.792746877602,716746.434267683,0
2020-11-06T11:56:58.576Z,2,49,2,41.3961092851786,2.1143102645874,48.4766076265066,12.3350841955067,1.49183976416852,0.379605133242893,2325.73238511403,591.792746877602,483251.784990041,0
2020-11-06T11:56:59.476Z,2,50,2,41.396924297539,2.11495399475098,48.4766076265066,12.3350841955067,1.49183976416852,0.379605133242893,2325.73238511403,591.792746877602,56843.8170935996,0
2020-11-06T11:57:00.481Z,2,51,2,41.3967648410373,2.12160587310791,48.4766076265066,12.3350841955067,1.49183976416852,0.379605133242893,2325.73238511403,591.792746877602,1507621.31758187,0
2020-11-06T11:57:00.978Z,2,52,2,41.3962821025449,2.12898731231689,48.4766076265066,12.3350841955067,1.49183976416852,0.379605133242893,2325.73238511403,591.792746877602,4840305.81638624,0
